CODE,PHL385H1-S-20229-LEC-0101
CAP,35
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,22
1657659562,22
1657678580,22
1657700377,22
1657734892,24
1657736031,24
1657737680,24
1657744796,24
1657780717,24
1657815723,25
1657827444,25
1657841424,25
1657851524,25
1657853756,25
1657868023,25
1657911025,38
1657914749,38
1657938204,38
1657991885,38
1658011963,38
1658085387,40
1658086283,40
1658101152,40
1658101473,40
1658117893,40
1658120808,40
1658149282,41
1658163609,41
1658192584,41
1658255580,42
1658255781,42
1658265969,42
1658282799,42
1658284132,42
1658341011,42
1658425310,43
1658438101,43
1658446157,43
1658446785,43
1658460004,43
1658514131,43
