CODE,ANT460H1-S-20229-LEC-5101
CAP,18
1656647697,0
1656655667,0
1656693731,0
1656799552,0
1657039041,0
1657124791,0
1657129909,0
1657154834,0
1657154935,0
1657157146,0
1657169433,0
1657171616,0
1657208573,0
1657224158,0
1657394896,0
1657522648,0
1657560905,0
1657592491,0
1657598166,0
1657657537,18
1657659562,18
1657678580,18
1657700377,18
1657734892,19
1657736031,19
1657737680,19
1657744796,19
1657780717,19
1657815723,18
1657827444,18
1657841424,18
1657851524,18
1657853756,18
1657868023,18
1657911025,24
1657914749,24
1657938204,24
1657991885,24
1658011963,24
1658085387,25
1658086283,25
1658101152,25
1658101473,25
1658117893,25
1658120808,25
1658149282,25
1658163609,25
1658192584,25
1658255580,26
1658255781,26
1658265969,26
1658282799,26
1658284132,26
1658341011,26
1658425310,26
1658438101,26
1658446157,26
1658446785,26
1658460004,26
1658514131,26
1658536189,26
1658552506,26
1658614194,26
1658631652,26
1658698082,26
1658768591,26
1658788819,26
1658856132,26
1658878866,26
1658879072,26
1658965232,26
1659041782,26
1659049575,26
1659055055,26
